// Dump of all classes for "bms" as at 2022/12/18
//

CFireSmoke - _firesmoke
CEnvQuadraticBeam - env_quadraticbeam
CBaseEntity - env_ragdoll_boogie
RocketTrail - env_rockettrail
CBaseEntity - env_rotorshooter
CRotorWashEmitter - env_rotorwash_emitter
CEnvScreenEffect - env_screeneffect
CEnvScreenOverlay - env_screenoverlay
CBaseEntity - env_shake
CBaseEntity - env_shooter
CSmokeStack - env_smokestack
SmokeTrail - env_smoketrail
CBaseEntity - env_soundscape
CBaseEntity - env_soundscape_proxy
CBaseEntity - env_soundscape_triggerable
CBaseEntity - env_spark
CBaseEntity - env_speaker
CBaseEntity - env_splash
SporeExplosion - env_sporeexplosion
SporeTrail - env_sporetrail
CSprite - env_sprite
CEnv_SpriteNoInterp - env_sprite_nointerp
CSpriteOriented - env_sprite_oriented
CSpriteTrail - env_spritetrail
CEnvStarfield - env_starfield
CSteamJet - env_steam
CSteamJet - env_steamjet
CSun - env_sun
CBaseEntity - env_texturetoggle
CEnvTonemapController - env_tonemap_controller
CBaseEntity - env_tracer
CTramScreen - env_tram_screen
CBaseEntity - env_viewpunch
CEnvWind - env_wind
CPropXenHealPool - env_xen_healpool
CPropXenHealShower - env_xen_healshower
CBaseEntity - env_xen_portal
CEnv_XenPortalEffect - env_xen_portal_effect
CBaseEntity - env_xen_portal_template
CPropXenPushPad - env_xen_pushpad
CBaseEntity - env_zoom
CBaseEntity - event_queue_saveload_proxy
CBaseEntity - filter_activator_class
CBaseEntity - filter_activator_flag
CBaseEntity - filter_activator_mass_greater
CBaseEntity - filter_activator_model
CBaseEntity - filter_activator_name
CBaseEntity - filter_activator_team
CBaseEntity - filter_base
CBaseEntity - filter_damage_class
CBaseEntity - filter_damage_type
CBaseEntity - filter_enemy
CBaseEntity - filter_multi
CFish - fish
CBaseEntity - fog_volume
CBaseEntity - func_50cal
CBaseEntity - func_areaportal
CFuncAreaPortalWindow - func_areaportalwindow
CBreakable - func_breakable
CBreakableSurface - func_breakable_surf
CFuncBrush - func_brush
CBaseToggle - func_button
CBaseEntity - func_clip_vphysics
CBaseEntity - func_conveyor
CBaseEntity - func_conveyor_bms
CBaseEntity - func_detail_blocker
CBaseDoor - func_door
CBaseDoor - func_door_rotating
CFunc_Dust - func_dustcloud
CFunc_Dust - func_dustmotes
CBaseEntity - func_fish_pool
CBaseToggle - func_guntarget
CBaseEntity - func_illusionary
CBaseEntity - func_instance_io_proxy
CBaseEntity - func_ladderendpoint
CFunc_LOD - func_lod
CBaseTrigger - func_minefield
CFuncMonitor - func_monitor
CFuncMoveLinear - func_movelinear
CBaseEntity - func_nav_avoid
CBaseEntity - func_nav_avoidance_obstacle
CBaseEntity - func_nav_blocker
CBaseEntity - func_nav_prefer
CBaseTrigger - func_nav_prerequisite
CFuncOccluder - func_occluder
CPhysBox - func_physbox
CPhysBoxMultiplayer - func_physbox_multiplayer
CBaseToggle - func_plat
CBaseToggle - func_platrot
CPrecipitation - func_precipitation
CBaseEntity - func_proprrespawnzone
CBreakable - func_pushable
CFuncReflectiveGlass - func_reflective_glass
CBaseToggle - func_rot_button
CFuncRotating - func_rotating
CFuncSimpleLadder - func_simpleladder
CFuncSmokeVolume - func_smokevolume
CBaseEntity - func_tank
CBaseEntity - func_tank_combine_cannon
CBaseEntity - func_tankairboatgun
CBaseEntity - func_tanklaser
CBaseEntity - func_tankmortar
CBaseEntity - func_tankphyscannister
CFuncTrackTrain - func_tanktrain
CBaseEntity - func_tow
CBaseEntity - func_tow_mp
CBaseToggle - func_trackautochange
CBaseToggle - func_trackchange
CBMS_FuncTrackTrain - func_tracktrain
CBaseToggle - func_train
CBaseEntity - func_traincontrols
CFuncLadder - func_useableladder
CBaseEntity - func_vehicleclip
CBaseEntity - func_wall
CBaseEntity - func_wall_toggle
CBaseDoor - func_water
CFuncMoveLinear - func_water_analog
CBaseEntity - func_weight_button
CBaseFlex - funCBaseFlex
CBaseEntity - game_end
CBaseEntity - game_mp_gamerules
CBaseEntity - game_player_equip
CBaseEntity - game_player_team
CRagdollManager - game_ragdoll_manager
CBaseEntity - game_round_start
CBaseEntity - game_round_win
CBaseEntity - game_score
CBaseEntity - game_text
CBaseEntity - game_ui
CBaseEntity - game_weapon_manager
CBaseEntity - game_zone_player
CAI_BaseNPC - generic_actor
CBaseAnimating - gib
CBaseEntity - gibshooter
CBaseEntity - godrays_settings
CBaseGrenade - grenade
CBlackMesaBaseProjectile - grenade_apache_rpg
CBlackMesaBaseProjectile - grenade_bolt
CBlackMesaBaseGrenade - grenade_frag
CGrenade_Hornet - grenade_hornet
CBlackMesaBaseGrenade - grenade_mortar
CBlackMesaBaseGrenade - grenade_mortar_large
CBlackMesaBaseGrenade - grenade_mortar_small
CBlackMesaBaseGrenade - grenade_mp5_contact
CBlackMesaBaseProjectile - grenade_nuke
CBlackMesaBaseProjectile - grenade_rpg
CBlackMesaBaseGrenade - grenade_satchel
CBlackMesaBaseGrenade - grenade_spit
CBlackMesaBaseProjectile - grenade_tank_shell
CBlackMesaBaseProjectile - grenade_tow
CBlackMesaBaseDetonator - grenade_tripmine
CBaseEntity - hammer_updateignorelist
CBaseEntity - handle_dummy
CHandleTest - handle_test
CBaseEntity - info_camera_link
CBaseEntity - info_constraint_anchor
CBaseEntity - info_dlightmap_update
CBaseEntity - info_hint
CBaseEntity - info_intermission
CFuncSimpleLadder - info_ladder
CInfoLadderDismount - info_ladder_dismount
CBaseEntity - info_landmark
CInfoLightingRelative - info_lighting_relative
CBaseEntity - info_mass_center
CBaseEntity - info_nihilanth_summon
CBaseEntity - info_node
CBaseEntity - info_node_air
CBaseEntity - info_node_air_hint
CBaseEntity - info_node_climb
CBaseEntity - info_node_hint
CBaseEntity - info_node_link
CBaseEntity - info_node_link_controller
CBaseEntity - info_npc_spawn_destination
CBaseEntity - info_null
CInfoObserverMenu - info_observer_menu
CInfoOverlayAccessor - info_overlay_accessor
CParticleSystem - info_particle_system
CBaseEntity - info_player_deathmatch
CBaseEntity - info_player_marine
CBaseEntity - info_player_scientist
CBaseEntity - info_player_start
CBaseEntity - info_projecteddecal
CBaseEntity - info_radial_link_controller
CBaseEntity - info_snipertarget
CBaseEntity - info_stopallsounds
CBaseEntity - info_target
CBaseEntity - info_target_command_point
CBaseEntity - info_target_helicoptercrash
CNetworkedPointEntity - info_teleport_destination
CBaseEntity - info_timescale_controller
CBaseEntity - infodecal
CSceneEntity - instanced_scripted_scene
CBasePickup - item_ammo_357
CAmmoBox - item_ammo_box
CAmmoCanister - item_ammo_canister
CBaseAnimating - item_ammo_crate
CBasePickup - item_ammo_crossbow
CBasePickup - item_ammo_energy
CBasePickup - item_ammo_glock
CBasePickup - item_ammo_mp5
CBasePickup - item_ammo_shotgun
CItem_Battery - item_battery
CPhysicsProp - item_crate
CBasePickup - item_grenade_mp5
CBasePickup - item_grenade_rpg
CItem_HealthCharger - item_healthcharger
CBasePickup - item_healthkit
CRagdollProp - item_healthkit_ragdoll_clone
CBasePickup - item_healthvial
CBasePickup - item_longjump
CBaseAnimating - item_snark_grenade
CBaseAnimating - item_sodacan
CBasePickup - item_suit
CItem_SuitCharger - item_suitcharger
CBasePickup - item_syringe
CPhysicsProp - item_tow_missile
CBasePickup - item_weapon_357
CBasePickup - item_weapon_assassin_glock
CBasePickup - item_weapon_crossbow
CBasePickup - item_weapon_crowbar
CBasePickup - item_weapon_frag
CBasePickup - item_weapon_glock
CBasePickup - item_weapon_gluon
CBasePickup - item_weapon_hivehand
CBasePickup - item_weapon_mp5
CBasePickup - item_weapon_rpg
CBasePickup - item_weapon_satchel
CBasePickup - item_weapon_shotgun
CBasePickup - item_weapon_snark
CBasePickup - item_weapon_tau
CBasePickup - item_weapon_tripmine
CRopeKeyframe - keyframe_rope
CBaseEntity - keyframe_track
CBaseEntity - light
CDynamicLight - light_dynamic
CBaseEntity - light_environment
CBaseEntity - light_glspot
CBaseEntity - light_spot
CBaseEntity - logic_achievement
CBaseEntity - logic_active_autosave
CBaseEntity - logic_auto
CBaseEntity - logic_autosave
CBaseEntity - logic_branch
CBaseEntity - logic_branch_listener
CBaseEntity - logic_case
CSceneEntity - logic_choreographed_scene
CBaseEntity - logic_collision_pair
CBaseEntity - logic_compare
CBaseEntity - logic_lineto
CBaseEntity - logic_measure_movement
CBaseEntity - logic_multicompare
CBaseEntity - logic_navigation
CBaseEntity - logic_parent
CBaseEntity - logic_playerproxy
CBaseEntity - logic_proximity
CBaseEntity - logic_register_activator
CBaseEntity - logic_relay
CBaseEntity - logic_scene_list_manager
CBaseEntity - logic_timer
CMaterialModifyControl - material_modify_control
CMaterialCountdown - material_timer
CBaseEntity - math_colorblend
CBaseEntity - math_counter
CBaseEntity - math_remap
CRagdollProp - misc_dead_hev
CBaseEntity - misc_marionettist
CBaseAnimating - misc_psychokinesis_projectile
CBaseAnimating - misc_xen_healing_pylon
CBaseEntity - misc_xen_shield
CBaseAnimating - misc_xen_shield_panel
CFuncMoveLinear - momentary_door
CBaseToggle - momentary_rot_button
CAI_BaseNPC - monster_furniture
CAI_BaseNPC - monster_generic
CMortarShell - mortarshell
CBaseEntity - move_keyframed
CRopeKeyframe - move_rope
CBaseEntity - mp_round_time
CBaseEntity - multisource
CMusicTrack - music_track
CNewLightDir - newlight_dir
CNewLightPoint - newlight_point
CNewLightSpot - newlight_spot
CNewRendererSettings - newlights_gbuffersettings
CBaseEntity - newLights_settings
CNewLightsSpawner - newLights_Spawner
CNewXogGlobal - newxog_global
CBaseEntity - newxog_settings
CNewXogVolume - newxog_volume
CNihiAnimeBeam - nihianimbeam
CNihiBallz - nihiballz
CDynamicProp - nihilanth_pylon
CNihiPortalsTeleProp - nihiportals_teleprops
CNihiPortalsBase - nihiportalsbase
CAI_BaseNPC - npc_abrams
CAI_BaseNPC - npc_alien_controller
CAI_BaseNPC - npc_alien_grunt
CAI_BaseNPC - npc_alien_grunt_elite
CAI_BaseNPC - npc_alien_grunt_melee
CNPC_XortEB - npc_alien_slave
CNPC_AlienSlave - npc_alien_slave_dummy
CAI_BaseNPC - npc_apache
CNPC_Barnacle - npc_barnacle
CBaseAnimating - npc_barnacle_tongue_tip
CNPC_Beneathticle - npc_beneathticle
CAI_BaseNPC - npc_boid
CAI_BaseNPC - npc_boid_flock
CAI_BaseNPC - npc_bullseye
CAI_BaseNPC - npc_bullsquid
CAI_BaseNPC - npc_bullsquid_melee
CAI_BaseNPC - npc_crow
CAI_BaseNPC - npc_eli
CAI_BaseNPC - npc_furniture
CNPC_Gargantua - npc_gargantua
CAI_BaseNPC - npc_gman
CNPC_Gonarch - npc_Gonarch
CAI_BaseNPC - npc_headcrab
CAI_BaseNPC - npc_headcrab_baby
CAI_BaseNPC - npc_headcrab_black
CAI_BaseNPC - npc_headcrab_fast
CAI_BaseNPC - npc_headcrab_poison
CAI_BaseNPC - npc_hecu_marine
CAI_BaseNPC - npc_houndeye
CAI_BaseNPC - npc_houndeye_knockback
CAI_BaseNPC - npc_houndeye_suicide
CNPC_Human_Assassin - npc_human_assassin
CAI_BaseNPC - npc_human_commander
CAI_BaseNPC - npc_human_grenadier
CAI_BaseNPC - npc_human_grunt
CAI_BaseNPC - npc_human_medic
CAI_BaseNPC - npc_human_scientist
CAI_BaseNPC - npc_human_scientist_eli
CAI_BaseNPC - npc_human_scientist_female
CAI_BaseNPC - npc_human_scientist_kleiner
CAI_BaseNPC - npc_human_security
CAI_BaseNPC - npc_ichthyosaur
CAI_BaseNPC - npc_kleiner
CAI_BaseNPC - npc_lav
CAI_BaseNPC - npc_leech
CBaseEntity - npc_maker
CNPC_Nihilanth - npc_nihilanth
CAI_BaseNPC - npc_osprey
CAI_BaseNPC - npc_pigeon
CNPCPlantLight - npc_plantlight
CNPCPlantLight - npc_plantlight_stalker
CAI_BaseNPC - npc_protozoan
CAI_BaseNPC - npc_puffballfungus
CAI_BaseNPC - npc_seagull
CAI_BaseNPC - npc_sentry_ceiling
CNPC_Sentry_Ground - npc_sentry_ground
CAI_BaseNPC - npc_snark
CAI_BaseNPC - npc_sniper
CBaseEntity - npc_template_maker
CAI_BaseNPC - npc_tentacle
CAI_BaseNPC - npc_vehicledriver
CNPC_XortEB - npc_vortigaunt
CAI_BaseNPC - npc_xen_grunt
CAI_BaseNPC - npc_xentacle
CAI_BaseNPC - npc_xentree
CAI_BaseNPC - npc_xenturret
CNPC_Xontroller - npc_xontroller
CNPC_Xort - npc_xort
CNPC_XortEB - npc_xortEB
CAI_BaseNPC - npc_zombie_grunt
CAI_BaseNPC - npc_zombie_grunt_torso
CNPC_Zombie_Hev - npc_zombie_hev
CAI_BaseNPC - npc_zombie_scientist
CAI_BaseNPC - npc_zombie_scientist_torso
CAI_BaseNPC - npc_zombie_security
CBaseEntity - path_corner
CBaseEntity - path_corner_crash
CBaseEntity - path_track
CBaseEntity - phys_ballsocket
CBoneFollower - phys_bone_follower
CBaseEntity - phys_constraint
CBaseEntity - phys_constraintsystem
CBaseEntity - phys_convert
CBaseEntity - phys_hinge
CBaseEntity - phys_keepupright
CBaseEntity - phys_lengthconstraint
CPhysMagnet - phys_magnet
CBaseEntity - phys_motor
CBaseEntity - phys_pulleyconstraint
CBaseEntity - phys_ragdollconstraint
CBaseEntity - phys_ragdollmagnet
CBaseEntity - phys_slideconstraint
CBaseEntity - phys_spring
CBaseEntity - phys_thruster
CBaseEntity - phys_torque
CBaseCombatCharacter - physics_cannister
CBaseEntity - physics_entity_solver
CBaseEntity - physics_npc_solver
CPhysicsProp - physics_prop
CRagdollProp - physics_prop_ragdoll
CBlackMesaPlayer - player
CBaseEntity - player_loadsaved
CPlayerResource - player_manager
CBaseEntity - player_pickup
CBlackMesaRagdoll - player_ragdoll
CBaseEntity - player_speedmod
CBaseEntity - player_weaponstrip
CBaseEntity - point_anglesensor
CBaseEntity - point_angularvelocitysensor
CBaseEntity - point_bonusmaps_accessor
CPointCamera - point_camera
CBaseEntity - point_clientcommand
CPointCommentaryNode - point_commentary_node
CSprite - point_commentary_viewpoint
CBaseEntity - point_devshot_camera
CBaseEntity - point_enable_motion_fixup
CBaseEntity - point_gamestats_counter
CBaseEntity - point_hurt
CBaseEntity - point_message
CBaseEntity - point_playermoveconstraint
CPoseController - point_posecontroller
CBaseEntity - point_proximity_sensor
CBaseEntity - point_push
CBaseEntity - point_servercommand
CBaseEntity - point_spotlight
CBaseEntity - point_teleport
CBaseEntity - point_template
CTesla - point_tesla
CBaseEntity - point_velocitysensor
CBaseEntity - point_viewcontrol
CBaseEntity - point_viewcontrol_multiplayer
CBaseEntity - point_viewproxy
CBaseEntity - point_weaponstrip
CBlackMesaBaseProjectile - projectile_electric_ball
CBlackMesaBaseProjectile - projectile_electric_ball_large
CBlackMesaBaseProjectile - projectile_electrocluster_chunk
CBlackMesaBaseProjectile - projectile_electrocluster_intermediate
CBlackMesaBaseProjectile - projectile_electrocluster_parent
CBlackMesaBaseProjectile - projectile_thunderball
CXenBarrel - prop_barrel_cactus
CXenBarrel - prop_barrel_cactus_adolescent
CXenBarrel - prop_barrel_cactus_exploder
CXenBarrel - prop_barrel_cactus_infant
CXenBarrel - prop_barrel_cactus_semilarge
CXenBarrel - prop_barrel_interloper
CXenBarrel - prop_barrel_interloper_small
CBaseAnimating - prop_bonemerge
CBaseTrigger - prop_charger_touch_trigger
CPropScalable - prop_coreball
CBasePropDoor - prop_door_rotating
CDynamicProp - prop_dynamic
CDynamicProp - prop_dynamic_ornament
CDynamicProp - prop_dynamic_override
CDynamicProp - prop_dynamic_playertouch
CProp_Flare - prop_flare
CPropHevCharger - prop_hev_charger
CPropNihilanthShield - prop_nihi_shield
CNihilanth_Shield_Front - prop_nihi_shield_front
CPhysicsProp - prop_physics
CPhysicsPropMultiplayer - prop_physics_multiplayer
CPhysicsProp - prop_physics_override
CPropPhysicsPsychokinesis - prop_physics_psychokinesis
CPhysicsProp - prop_physics_respawnable
CPhysicsProp_Teleprop - prop_physics_teleprop
CPropRadiationCharger - prop_radiation_charger
CRagdollProp - prop_ragdoll
CRagdollPropAttached - prop_ragdoll_attached
CRagdollProp - prop_ragdoll_original
CDynamicProp - prop_retinalscanner
CPropScalable - prop_scalable
CBasePickup - prop_soda
CPhysicsProp - prop_sphere
CBaseAnimating - prop_surgerybot
CBasePropTrain - prop_train_apprehension
COAR_Awesome_Train - prop_train_awesome
CBaseAnimating - prop_vehicle
CPropVehicleDriveable - prop_vehicle_driveable
CPropWebBurnable - prop_web_burnable
CXenGruntPod - prop_xen_grunt_pod
CDynamicXenGruntPod - prop_xen_grunt_pod_dynamic
CXenIntBarrel - prop_xen_int_barrel
CAI_BaseNPC - proto_sniper
CBaseAnimating - raggib
CBaseEntity - reserved_spot
CBaseEntity - rope_anchor
CBaseEntity - scene_manager
CScriptIntro - script_intro
CSceneEntity - scripted_scene
CBaseEntity - scripted_sentence
CBaseEntity - scripted_sequence
CAI_BaseNPC - scripted_target
CShadowControl - shadow_control
NextBotCombatCharacter - simple_bot
CBaseEntity - simple_physics_brush
CBaseAnimating - simple_physics_prop
CBaseEntity - sky_camera
CBaseEntity - sniperbullet
CBaseEntity - soundent
CBaseEntity - spark_shower
CSpotlightEnd - spotlight_end
CSpriteTeam - spriteteam
CBaseEntity - tanktrain_ai
CBaseEntity - tanktrain_aitarget
CBaseEntity - target_cdaudio
CBaseEntity - target_changegravity
CBaseEntity - te_tester
CTeam - team_manager
CBaseEntity - test_effect
CTest_ProxyToggle_Networkable - test_proxytoggle
CTestTraceline - test_traceline
CBaseEntity - tracerbullet
CBaseTrigger - trigger
CBaseTrigger - trigger_apply_impulse
CBaseTrigger - trigger_auto_crouch
CBaseTrigger - trigger_autosave
CBaseEntity - trigger_brush
CBaseTrigger - trigger_cdaudio
CBaseTrigger - trigger_changelevel
CBaseTrigger - trigger_csm_volume
CBaseTrigger - trigger_gargantua_shake
CTriggerGravity - trigger_gravity
CBaseTrigger - trigger_hierarchy
CBaseTrigger - trigger_hurt
CBaseTrigger - trigger_impact
CBaseTrigger - trigger_lift
CBaseTrigger - trigger_look
CBaseTrigger - trigger_multiple
CBaseTrigger - trigger_once
CBaseTrigger - trigger_physics_trap
CTriggerPlayerMovement - trigger_playermovement
CBaseTrigger - trigger_proximity
CBaseTrigger - trigger_push
CBaseTrigger - trigger_remove
CBaseTrigger - trigger_serverragdoll
CBaseTrigger - trigger_soundscape
CTriggerTeleport - trigger_teleport
CBaseTrigger - trigger_teleport_relative
CBaseTrigger - trigger_togglesave
CBaseEntity - trigger_transition
CBaseVPhysicsTrigger - trigger_vphysics_motion
CBaseTrigger - trigger_weapon_strip
CBaseTrigger - trigger_weaponfire
CBaseVPhysicsTrigger - trigger_wind
CVGuiScreen - vgui_screen
CVGuiScreen - vgui_screen_team
CSlideshowDisplay - vgui_slideshow_display
CVoteController - vote_controller
CWaterLODControl - water_lod_control
CWaterBullet - waterbullet
CWeapon_357 - weapon_357
CWeaponAssassinGlock - weapon_assassin_glock
CWeapon_Crossbow - weapon_crossbow
CWeapon_Crowbar - weapon_crowbar
CWeapon_Frag - weapon_frag
CWeapon_Glock - weapon_glock
CWeapon_Gluon - weapon_gluon
CWeapon_Headcrab - weapon_headcrab
CWeapon_HiveHand - weapon_hivehand
CWeapon_MP5 - weapon_mp5
CWeapon_RPG - weapon_rpg
CWeapon_Satchel - weapon_satchel
CWeapon_Shotgun - weapon_shotgun
CWeapon_Snark - weapon_snark
CWeapon_Tau - weapon_tau
CWeapon_Tripmine - weapon_tripmine
CBaseAnimating - window_pane
CBaseAnimating - world_items
CWorld - worldspawn
