// Dump of all classes for "hl2mp" as at 2024/02/19
//

CFireSmoke - _firesmoke
CBaseEntity - env_soundscape_triggerable
CBaseEntity - env_spark
CBaseEntity - env_speaker
CBaseEntity - env_splash
SporeExplosion - env_sporeexplosion
SporeTrail - env_sporetrail
CSprite - env_sprite
CSpriteOriented - env_sprite_oriented
CSpriteTrail - env_spritetrail
CEnvStarfield - env_starfield
CSteamJet - env_steam
CSteamJet - env_steamjet
CSun - env_sun
CBaseEntity - env_texturetoggle
CEnvTonemapController - env_tonemap_controller
CBaseEntity - env_tracer
CBaseEntity - env_viewpunch
CEnvWind - env_wind
CBaseEntity - env_zoom
CBaseEntity - event_queue_saveload_proxy
CBaseEntity - filter_activator_class
CBaseEntity - filter_activator_mass_greater
CBaseEntity - filter_activator_name
CBaseEntity - filter_activator_team
CBaseEntity - filter_base
CBaseEntity - filter_combineball_type
CBaseEntity - filter_damage_type
CBaseEntity - filter_enemy
CBaseEntity - filter_multi
CFish - fish
CBaseEntity - floorturret_tipcontroller
CBaseEntity - func_areaportal
CFuncAreaPortalWindow - func_areaportalwindow
CBaseEntity - func_breakable
CBreakableSurface - func_breakable_surf
CBaseEntity - func_brush
CBaseEntity - func_button
CBaseEntity - func_clip_vphysics
CBaseEntity - func_combine_ball_spawner
CFuncConveyor - func_conveyor
CBaseDoor - func_door
CBaseDoor - func_door_rotating
CFunc_Dust - func_dustcloud
CFunc_Dust - func_dustmotes
CBaseEntity - func_fish_pool
CBaseEntity - func_guntarget
CBaseEntity - func_healthcharger
CBaseEntity - func_illusionary
CBaseEntity - func_ladderendpoint
CFunc_LOD - func_lod
CBaseEntity - func_lookdoor
CFuncMonitor - func_monitor
CBaseEntity - func_movelinear
CFuncOccluder - func_occluder
CPhysBox - func_physbox
CPhysBoxMultiplayer - func_physbox_multiplayer
CBaseEntity - func_plat
CBaseEntity - func_platrot
CPrecipitation - func_precipitation
CBaseEntity - func_proprrespawnzone
CBaseEntity - func_pushable
CBaseEntity - func_recharge
CFuncReflectiveGlass - func_reflective_glass
CBaseEntity - func_rot_button
CFuncRotating - func_rotating
CFuncSmokeVolume - func_smokevolume
CBaseEntity - func_tank
CBaseEntity - func_tank_combine_cannon
CBaseEntity - func_tankairboatgun
CBaseEntity - func_tankapcrocket
CBaseEntity - func_tanklaser
CBaseEntity - func_tankmortar
CBaseEntity - func_tankphyscannister
CBaseEntity - func_tankpulselaser
CBaseEntity - func_tankrocket
CFuncTrackTrain - func_tanktrain
CBaseEntity - func_trackautochange
CBaseEntity - func_trackchange
CFuncTrackTrain - func_tracktrain
CBaseEntity - func_train
CBaseEntity - func_traincontrols
CFuncLadder - func_useableladder
CBaseEntity - func_vehicleclip
CBaseEntity - func_wall
CBaseEntity - func_wall_toggle
CBaseDoor - func_water
CBaseEntity - func_water_analog
CBaseEntity - func_weight_button
CBaseFlex - funCBaseFlex
CBaseEntity - game_end
CBaseEntity - game_gib_manager
CBaseEntity - game_player_equip
CBaseEntity - game_player_team
CRagdollManager - game_ragdoll_manager
CBaseEntity - game_score
CBaseEntity - game_text
CBaseEntity - game_ui
CBaseEntity - game_weapon_manager
CBaseEntity - game_zone_player
CAI_BaseNPC - generic_actor
CBaseAnimating - gib
CBaseEntity - gibshooter
CBaseGrenade - grenade
CBaseGrenade - grenade_ar2
CBaseGrenade - grenade_beam
CBaseAnimating - grenade_beam_chaser
CBaseGrenade - grenade_helicopter
CBaseGrenade - grenade_homer
CBaseGrenade - grenade_pathfollower
CBaseEntity - hammer_updateignorelist
CBaseEntity - handle_dummy
CHandleTest - handle_test
CBaseAnimating - helicopter_chunk
CHalfLife2Proxy - hl2_gamerules
CHL2MPGameRulesProxy - hl2mp_gamerules
CHL2MPRagdoll - hl2mp_ragdoll
CBaseEntity - info_apc_missile_hint
CBaseEntity - info_camera_link
CBaseEntity - info_constraint_anchor
CBaseEntity - info_hint
CBaseEntity - info_intermission
CInfoLadderDismount - info_ladder_dismount
CBaseEntity - info_landmark
CInfoLightingRelative - info_lighting_relative
CBaseEntity - info_mass_center
CBaseEntity - info_node
CBaseEntity - info_node_air
CBaseEntity - info_node_air_hint
CBaseEntity - info_node_climb
CBaseEntity - info_node_hint
CBaseEntity - info_node_link
CBaseEntity - info_node_link_controller
CBaseEntity - info_npc_spawn_destination
CBaseEntity - info_null
CInfoOverlayAccessor - info_overlay_accessor
CParticleSystem - info_particle_system
CBaseEntity - info_player_combine
CBaseEntity - info_player_deathmatch
CBaseEntity - info_player_rebel
CBaseEntity - info_player_start
CBaseEntity - info_player_teamspawn
CBaseEntity - info_projecteddecal
CBaseEntity - info_radial_link_controller
CBaseEntity - info_snipertarget
CBaseEntity - info_target
CBaseEntity - info_target_command_point
CBaseEntity - info_target_gunshipcrash
CBaseEntity - info_target_helicopter_crash
CBaseEntity - info_teleport_destination
CInfoTeleporterCountdown - info_teleporter_countdown
CBaseEntity - info_vehicle_groundspawn
CBaseEntity - infodecal
CSceneEntity - instanced_scripted_scene
CBaseAnimating - item_ammo_357
CBaseAnimating - item_ammo_357_large
CBaseAnimating - item_ammo_ar2
CBaseAnimating - item_ammo_ar2_altfire
CBaseAnimating - item_ammo_ar2_large
CBaseAnimating - item_ammo_crate
CBaseAnimating - item_ammo_crossbow
CBaseAnimating - item_ammo_pistol
CBaseAnimating - item_ammo_pistol_large
CBaseAnimating - item_ammo_smg1
CBaseAnimating - item_ammo_smg1_grenade
CBaseAnimating - item_ammo_smg1_large
CBaseAnimating - item_ar2_grenade
CBaseAnimating - item_battery
CBaseAnimating - item_box_buckshot
CBaseAnimating - item_box_flare_rounds
CBaseAnimating - item_box_lrounds
CBaseAnimating - item_box_mrounds
CBaseAnimating - item_box_sniper_rounds
CBaseAnimating - item_box_srounds
CBaseEntity - item_dynamic_resupply
CBaseAnimating - item_flare_round
CBaseAnimating - item_healthcharger
CBaseAnimating - item_healthkit
CBaseAnimating - item_healthvial
CPhysicsProp - item_item_crate
CBaseAnimating - item_large_box_lrounds
CBaseAnimating - item_large_box_mrounds
CBaseAnimating - item_large_box_srounds
CBaseAnimating - item_ml_grenade
CBaseAnimating - item_rpg_round
CBaseAnimating - item_sodacan
CBaseAnimating - item_suit
CBaseAnimating - item_suitcharger
CRopeKeyframe - keyframe_rope
CBaseEntity - keyframe_track
CBaseEntity - light
CDynamicLight - light_dynamic
CBaseEntity - light_environment
CBaseEntity - light_glspot
CBaseEntity - light_spot
CBaseEntity - logic_active_autosave
CBaseEntity - logic_auto
CBaseEntity - logic_autosave
CBaseEntity - logic_branch
CBaseEntity - logic_branch_listener
CBaseEntity - logic_case
CSceneEntity - logic_choreographed_scene
CBaseEntity - logic_collision_pair
CBaseEntity - logic_compare
CBaseEntity - logic_lineto
CBaseEntity - logic_measure_movement
CBaseEntity - logic_multicompare
CBaseEntity - logic_navigation
CBaseEntity - logic_playerproxy
CBaseEntity - logic_proximity
CBaseEntity - logic_relay
CBaseEntity - logic_scene_list_manager
CBaseEntity - logic_timer
CBaseEntity - lookdoorthinker
CMaterialModifyControl - material_modify_control
CBaseEntity - math_colorblend
CBaseEntity - math_counter
CBaseEntity - math_remap
CAI_BaseNPC - model_studio
CBaseEntity - momentary_door
CBaseEntity - momentary_rot_button
CAI_BaseNPC - monster_furniture
CAI_BaseNPC - monster_generic
CMortarShell - mortarshell
CBaseEntity - move_keyframed
CRopeKeyframe - move_rope
CBaseEntity - multisource
CAI_BaseNPC - npc_alyx
CAI_BaseNPC - npc_antlion
CBaseEntity - npc_antlion_template_maker
CNPC_AntlionGuard - npc_antlionguard
CAI_BaseNPC - npc_apcdriver
CNPC_Barnacle - npc_barnacle
CBaseAnimating - npc_barnacle_tongue_tip
CNPC_Barney - npc_barney
CAI_BaseNPC - npc_breen
CAI_BaseNPC - npc_bullseye
CAI_BaseNPC - npc_citizen
CAI_BaseNPC - npc_clawscanner
CAI_BaseNPC - npc_combine
CAI_BaseNPC - npc_combine_camera
CAI_BaseNPC - npc_combine_s
CBaseHelicopter - npc_combinedropship
CNPC_CombineGunship - npc_combinegunship
CBaseGrenade - npc_concussiongrenade
CBaseGrenade - npc_contactgrenade
CAI_BaseNPC - npc_cranedriver
CAI_BaseNPC - npc_crow
CAI_BaseNPC - npc_cscanner
CAI_BaseNPC - npc_dog
CAI_BaseNPC - npc_eli
CAI_BaseNPC - npc_enemyfinder
CAI_BaseNPC - npc_enemyfinder_combinecannon
CAI_BaseNPC - npc_fisherman
CAI_BaseNPC - npc_furniture
CAI_BaseNPC - npc_gman
CBaseGrenade - npc_grenade_bugbait
CBaseGrenade - npc_grenade_frag
CBaseGrenade - npc_handgrenade
CAI_BaseNPC - npc_headcrab
CAI_BaseNPC - npc_headcrab_black
CAI_BaseNPC - npc_headcrab_fast
CAI_BaseNPC - npc_headcrab_poison
CBaseEntity - npc_heli_avoidbox
CBaseEntity - npc_heli_avoidsphere
CBaseEntity - npc_heli_nobomb
CBaseHelicopter - npc_helicopter
CBaseEntity - npc_helicoptersensor
CAI_BaseNPC - npc_ichthyosaur
CAI_BaseNPC - npc_kleiner
CAI_BaseNPC - npc_launcher
CBaseEntity - npc_maker
CNPC_Manhack - npc_manhack
CAI_BaseNPC - npc_metropolice
CAI_BaseNPC - npc_missiledefense
CAI_BaseNPC - npc_monk
CAI_BaseNPC - npc_mossman
CAI_BaseNPC - npc_newnpc
CAI_BaseNPC - npc_pigeon
CAI_BaseNPC - npc_poisonzombie
CNPC_RollerMine - npc_rollermine
CBaseGrenade - npc_satchel
CAI_BaseNPC - npc_seagull
CAI_BaseNPC - npc_sniper
CAI_BaseNPC - npc_stalker
CNPC_Strider - npc_strider
CBaseEntity - npc_template_maker
CBaseGrenade - npc_tripmine
CAI_BaseNPC - npc_turret_ceiling
CAI_BaseNPC - npc_turret_floor
CAI_BaseNPC - npc_turret_ground
CAI_BaseNPC - npc_vehicledriver
CNPC_Vortigaunt - npc_vortigaunt
CAI_BaseNPC - npc_zombie
CAI_BaseNPC - npc_zombie_torso
CBaseEntity - path_corner
CBaseEntity - path_corner_crash
CBaseEntity - path_track
CBaseEntity - phys_ballsocket
CBoneFollower - phys_bone_follower
CBaseEntity - phys_constraint
CBaseEntity - phys_constraintsystem
CBaseEntity - phys_convert
CBaseEntity - phys_hinge
CBaseEntity - phys_keepupright
CBaseEntity - phys_lengthconstraint
CPhysMagnet - phys_magnet
CBaseEntity - phys_motor
CBaseEntity - phys_pulleyconstraint
CBaseEntity - phys_ragdollconstraint
CBaseEntity - phys_ragdollmagnet
CBaseEntity - phys_slideconstraint
CBaseEntity - phys_spring
CBaseEntity - phys_thruster
CBaseEntity - phys_torque
CBaseCombatCharacter - physics_cannister
CBaseEntity - physics_entity_solver
CBaseEntity - physics_npc_solver
CPhysicsProp - physics_prop
CRagdollProp - physics_prop_ragdoll
CHL2MP_Player - player
CBaseEntity - player_loadsaved
CPlayerResource - player_manager
CBaseEntity - player_pickup
CBaseEntity - player_speedmod
CBaseEntity - player_weaponstrip
CBaseEntity - point_anglesensor
CBaseEntity - point_angularvelocitysensor
CBaseEntity - point_antlion_repellant
CBaseEntity - point_apc_controller
CBaseEntity - point_bonusmaps_accessor
CBaseEntity - point_bugbait
CPointCamera - point_camera
CBaseEntity - point_clientcommand
CBaseEntity - point_combine_ball_launcher
CPointCommentaryNode - point_commentary_node
CSprite - point_commentary_viewpoint
CBaseEntity - point_devshot_camera
CBaseEntity - point_enable_motion_fixup
CBaseEntity - point_gamestats_counter
CBaseEntity - point_hurt
CBaseEntity - point_message
CBaseEntity - point_playermoveconstraint
CPoseController - point_posecontroller
CBaseEntity - point_proximity_sensor
CBaseEntity - point_push
CBaseEntity - point_servercommand
CBaseEntity - point_spotlight
CBaseEntity - point_teleport
CBaseEntity - point_template
CTesla - point_tesla
CBaseEntity - point_velocitysensor
CBaseEntity - point_viewcontrol
CPredictedViewModel - predicted_viewmodel
CPropCombineBall - prop_combine_ball
CBasePropDoor - prop_door_rotating
CPhysicsProp - prop_dropship_container
CDynamicProp - prop_dynamic
CDynamicProp - prop_dynamic_ornament
CDynamicProp - prop_dynamic_override
CPhysicsProp - prop_physics
CPhysicsPropMultiplayer - prop_physics_multiplayer
CPhysicsProp - prop_physics_override
CPhysicsProp - prop_physics_respawnable
CRagdollProp - prop_ragdoll
CRagdollPropAttached - prop_ragdoll_attached
CPhysicsProp - prop_sphere
CBaseAnimating - prop_thumper
CBaseAnimating - prop_vehicle
CPropAirboat - prop_vehicle_airboat
CPropVehicleDriveable - prop_vehicle_apc
CPropCrane - prop_vehicle_crane
CPropVehicleDriveable - prop_vehicle_driveable
CPropVehiclePrisonerPod - prop_vehicle_prisoner_pod
CAI_BaseNPC - proto_sniper
CBaseAnimating - raggib
CBaseEntity - reserved_spot
CBaseEntity - rope_anchor
CBaseCombatCharacter - rpg_missile
CBaseEntity - scene_manager
CScriptIntro - script_intro
CSceneEntity - scripted_scene
CBaseEntity - scripted_sentence
CBaseEntity - scripted_sequence
CAI_BaseNPC - scripted_target
CShadowControl - shadow_control
CBaseEntity - simple_physics_brush
CBaseAnimating - simple_physics_prop
CBaseEntity - sky_camera
CBaseEntity - sniperbullet
CBaseEntity - soundent
CBaseEntity - spark_shower
CBaseEntity - sparktrail
CSpotlightEnd - spotlight_end
CBaseEntity - spraycan
CBaseAnimating - squadinsignia
CBaseEntity - tanktrain_ai
CBaseEntity - tanktrain_aitarget
CBaseEntity - target_cdaudio
CBaseEntity - target_changegravity
CBaseEntity - te_tester
CBaseAnimating - team_control_point
CBaseEntity - team_control_point_master
CBaseEntity - team_control_point_round
CTeam - team_manager
CTeamRoundTimer - team_round_timer
CTeamTrainWatcher - team_train_watcher
CBaseEntity - test_effect
CTest_ProxyToggle_Networkable - test_proxytoggle
CTestTraceline - test_traceline
CBaseEntity - trigger
CBaseEntity - trigger_apply_impulse
CBaseEntity - trigger_autosave
CBaseEntity - trigger_brush
CBaseEntity - trigger_capture_area
CBaseEntity - trigger_cdaudio
CBaseEntity - trigger_changelevel
CBaseEntity - trigger_gravity
CBaseEntity - trigger_hurt
CBaseEntity - trigger_impact
CBaseEntity - trigger_look
CBaseEntity - trigger_multiple
CBaseEntity - trigger_once
CBaseEntity - trigger_physics_trap
CBaseEntity - trigger_playermovement
CBaseEntity - trigger_proximity
CBaseEntity - trigger_push
CBaseEntity - trigger_remove
CBaseEntity - trigger_rpgfire
CBaseEntity - trigger_serverragdoll
CBaseEntity - trigger_soundscape
CBaseEntity - trigger_teleport
CBaseEntity - trigger_teleport_relative
CBaseEntity - trigger_togglesave
CBaseEntity - trigger_transition
CBaseEntity - trigger_vphysics_motion
CBaseEntity - trigger_waterydeath
CBaseEntity - trigger_weapon_dissolve
CBaseEntity - trigger_weapon_strip
CBaseEntity - trigger_wind
CPropVehicleDriveable - vehicle_viewcontroller
CVGuiScreen - vgui_screen
CVGuiScreen - vgui_screen_team
CSlideshowDisplay - vgui_slideshow_display
CBaseViewModel - viewmodel
CVortigauntChargeToken - vort_charge_token
CVortigauntEffectDispel - vort_effect_dispel
CVoteController - vote_controller
CWaterLODControl - water_lod_control
CWaterBullet - waterbullet
CWeapon357 - weapon_357
CWeaponAnnabelle - weapon_annabelle
CWeaponAR2 - weapon_ar2
CWeaponBugBait - weapon_bugbait
CWeaponCrossbow - weapon_crossbow
CWeaponCrowbar - weapon_crowbar
CWeaponCubemap - weapon_cubemap
CWeaponFrag - weapon_frag
CWeaponHL2MPBase - weapon_hl2mp_base
CWeaponPhysCannon - weapon_physcannon
CWeaponPistol - weapon_pistol
CWeaponRPG - weapon_rpg
CWeaponShotgun - weapon_shotgun
CWeapon_SLAM - weapon_slam
CWeaponSMG1 - weapon_smg1
CWeaponStunStick - weapon_stunstick
CBaseAnimating - window_pane
CBaseAnimating - world_items
CWorld - worldspawn
